term,prior_v1_category,proposed_v2_category,candidate_source,review_frequency,construct_definition,ambiguity_flag,alternate_categories,concordance_1,concordance_2,concordance_3,decision,reviewer_rationale,reviewer_status
raisin,,sherry_influence,user_proposed,1328,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"r the place at first nosing, then roasted chestnut and coffee. go on with corinthian raisin and coffee as well as whiff of pencil_shavings and bacon, with a growing smokiness (","some raspberry jam and liquorice in the background. then more fruit, blackcurrants, raisin and then whiff of diesel oil and walnut stain. very coherent and full. with water: a","e in this context. we're really savouring some very old sherry… then various kind of raisin, a feeling of juicy rich pipe_tobacco and quite a lot of sweet liquorice. excellent.",,,
rancio,sherry_rancio_oxidative,sherry_influence,v1,260,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,rancio_aged_oxidative;exclude_primary,"fee, soy sauce and chocolate as well as growing note of seville orange. and a superb rancio! go on with more pipe_tobacco and leather and bag of lovage. wonderful! with water:","vetiver, parsley… get a tad more winey then, with touch of old port and a very nice rancio. i told you, cognac… mouth: more polished wood, tobacco, cough lozenge and date. rea",": rich amber. nose: sherry+bowmore at full swing. can one peat sultana? a lot of old rancio, soot, leather, beeswax, old liqueur, balsamic vinegar and plain oloroso sherry. qui",,,
raspberry,fruit_aromatics,sherry_influence,v1,281,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"r, then quite some menthol (more to be found in much older whisky in my experience), raspberry fruit jelly, liquorice, a tarriness… the complexity is quite astounding here, even a","the combination of peat and sherry give this baby a very chocolaty start, with some raspberry jam and liquorice in the background. then more fruit, blackcurrants, raisin and then","with more typical fruity note, mango, passion_fruit, peach and then more red berry, raspberry, black cherry… the sherry and the very fruity spirit combined very well here! nice p",,,
red_berry,,sherry_influence,user_proposed,64,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,") and go on with more typical fruity note, mango, passion_fruit, peach and then more red berry, raspberry, black cherry… the sherry and the very fruity spirit combined very well h","nose: not an easy one to pin down, it keep changing, going from a briny peatiness to red berry and other slightly winey aroma (peony). there's also something slightly soapy and vi","doesn't happen that often with old whisky. finish: rather long, jammier and spicier. red berry jam, cardamom and green curry. comment: it's not highly glenfarclassy (yes there's c",,,
redcurrant,,sherry_influence,user_proposed,23,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"e the job but that wa close. some caramel, orange marmalade, various red berry (esp. redcurrant jam), a little toasted oak and then a growing bitterness, between grapiness and appl","d soy sauce, smoked beef (all right, that would be rancio), then touch of cassis and redcurrant liqueur, more meat, even more meat, and then just a large t_bone steak with a little","it's definitely 'antique'. mouth (neat): more marmalady raisin and some cigar, plus redcurrant jam and quite some oak. kumquat. with water: le a fan. it got a little too leafy for",,,
solera,,sherry_influence,user_proposed,44,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"this new premiumised baby replaces the 25yo 'solera', which i used to like quite a bit (). it's a vatting of american white oak fino she","the aftertaste. comment: this could well have come from a genuine old oloroso_soaked solera butt. yes, or the cask had been very smartly prepared/ treated/ seasoned.","ment: i'm not sure, but this could well have been one of these very rare genuine old solera butt. it's probably not technically perfect, but this is whisky and history. i haven",,,
strawberry,fruit_aromatics,sherry_influence,v1,482,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"so coating and oily. great note of herb, mint, parsley, tarragon… and even touch of strawberry jam. comment: i'm wondering whether this wasn't rather sold in 1956 originally, rath","grass… get drier and drier in fact. with water: more fruit coming out, pear, cherry, strawberry… but it remains rather 'young'. did i mention apple? mouth (neat): litre of apple ju","th these whiff of litchi and rosewater. then we get more classic fruity sherry, with strawberry jam, a little sugarcane, sultana, banana flambéed… powerful but noseable at almost 6",,,
sultana,,sherry_influence,user_proposed,555,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"re our beloved 'bunny' start to come out indeed. quite some orange marmalade, honey, sultana… and a nice saltine. finish: not very long but clean and (even) more on dried_fruit,","le skin, then pear drop. finish: long, rather lemony, with a lingering peat. hint of sultana. comment: it's a bit hard to understand the raison d'être of this baby (when you're","ask, such as these delicate mushroomy note, the tinned litchi and, indeed, the juicy sultana. in fact, it doe give a slightly muscaty feeling but it's all very elegant and fresh",,,
tobacco,sherry_rancio_oxidative,sherry_influence,v1,1847,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"think you call that 'saponification'). after that, gunflint, chocolate, leather and tobacco, both lit and unlit. great. mouth (neat): hot but bearable and once again, this litt","ring some very old sherry… then various kind of raisin, a feeling of juicy rich pipe_tobacco and quite a lot of sweet liquorice. excellent. finish: long, coating, rich, with mor","o write chanel #5 but that would have been, err, far_fetched), hazelnut, wax polish, tobacco, then more humus, mushroom, freshly baked cake… a true madeleine, as proust would ha",,,
toffee,sherry_rancio_oxidative,sherry_influence,v1,404,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"colour: gold. nose: start on coffee and chicory, then more toffee, caramel and butterscotch. rounded and, well, pleasant. with water: keep developing","d), with some beeswax, apple pie, stewed pear, a little mocha, chocolate, coffee and toffee. and some malt. typical entry_level malt whisky from a good maker, a weakish nose an","e and there, like in meaux - please see below.) let's try water. with water: coffee, toffee, chocolate and leather. improved! mouth (neat): now it's good, very fruity, with the",,,
treacle,sherry_rancio_oxidative,sherry_influence,v1,134,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"d. and why not? ;-). colour: gold. nose: it's not unpleasant. stout, demerara sugar, treacle and roasted nut, without any dirty_ish note. a little chalk after a few minute, and","els... this, i really enjoy. mouth (neat): excellent. peppery orange, heather honey, treacle, more orange blossom water, maple syrup, tangerine... i'm finding this extremely goo","in and darjeeling tea. quite an immense delivery that is pure old_school! go on with treacle, frying pancetta, molasses, kiwi and a tiny hint of natural tar. with water: this co",,,
walnut,sherry_rancio_oxidative,sherry_influence,v1,1897,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"inty and waxy profile as the 1998 that we just had. and just as much shoe polish and walnut skin. maybe also mothball (just wee touch). mouth: perfect now. big, with great bala","time but what it doe it doe well. pure graphite oil, paraffin, shoe polish and fresh walnut. not even sure about the walnut. maybe a little marzipan? mouth: sharp, narrow and…","background. then more fruit, blackcurrants, raisin and then whiff of diesel oil and walnut stain. very coherent and full. with water: after the first note of soap that are soo",,,
barnyard,mineral_earth_farmy,mineral_earth_farmy,v1,15,"Mineral, earth, grain, and agricultural descriptors.",True,mineral_earth_farmy;flaws_off_notes,"in brine… water should wake it up! with water: it's rather the barley that come out, barnyard, kiln, porridge… so let's call it 'a shy young bowmore'. mouth: not sleeping at all","and, well, dundery smell. so a funny nose, rather unorthodox, with growing whiff of barnyard that make it even wilder. with water: rounder, with note of sugarcane syrup. mouth (","ker's yeast. very young indeed, but you get used to this. with water: more porridge, barnyard, wet wool… very young! mouth (neat): strong, clean, rather fat, sweet, barleyish mal",,,
farmyard,mineral_earth_farmy,mineral_earth_farmy,v1,177,"Mineral, earth, grain, and agricultural descriptors.",True,mineral_earth_farmy;flaws_off_notes,"a little aggressive so let's add water right away, cuz i need mee nose. with water: farmyard and hay. very close to the mash, as they say. also a little mint and 'good' vinegar.","rder but i need my nose for other pressing matter… with water: a northern hemisphere farmyard in the middle of august. don't i sound like the society in the old day? plus, indeed","per and lemon grass. with water: as usual, bowmore's farmy side come out with water. farmyard, hay… mouth (neat): wonderful sweet peat. smoky tangerine and passion_fruit, with so",,,
manure,mineral_earth_farmy,mineral_earth_farmy,v1,69,"Mineral, earth, grain, and agricultural descriptors.",True,mineral_earth_farmy;flaws_off_notes,"ere (i'm sorry, dog), raw wool, leaven, beer… then more ash and coal smoke, touch of manure, dried kelp, seawater… and a little fresh butter. a very 'natural' version that just","s, kind of sweeter, with some sucrose, barley_sugar, then more hay and even whiff of manure, white wine, then more white vinegar… it's a bit hard to have a good idea of how it","ittle incense and sandalwood. and fudge and shortbread. with water: hay bordering on manure now. wild and, well, organic. hard_boiled egg. mouth (neat): very nice attack but it",,,
sulphur,flaws_off_notes,flaws_off_notes,v1,280,Defect and contamination descriptors.,True,flaws_off_notes;off_primary,"rt almost like the hart bros but go deeper and wider, with le soap and more straight sulphur and shoe polish. metal polish. oh, when i write sulphur here, i mean real 'yellow' s","f of sherry flying around. also a little parmesan… quite butyric. also some straight sulphur, exhaust fume… you got it, i don't like this too much. let's move on… mouth: a good","ocolate, bag or heavily roasted malt and, maybe a little too much struck match. yes, sulphur. also blackcurrant bud. wa this baby 'finished'? very unlikely but you never know… m",,,
