term,prior_v1_category,proposed_v2_category,candidate_source,review_frequency,construct_definition,ambiguity_flag,alternate_categories,concordance_1,concordance_2,concordance_3,decision,reviewer_rationale,reviewer_status
seaweed,peat_smoke_coastal,peat_smoke_coastal,v1,530,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,"at's even more obvious than usual. much more obvious… so we have sea_air, oyster and seaweed, then a flintiness and then the expected fruitiness, with peach and not_too_ripe mel","ve, rubbed mint leaf… all nice. with water: brine and cider all over the place, then seaweed, oyster, clam, whelk, dog cockle, lobster, razor_shells, crab, langoustine… well, yo","at. after all that, more fresh almond, brine, whelk (and why not? clam if you like), seaweed and the expected ash. also a little burnt bread but again, that may come from the hi",approve_primary,Approved for proposed primary construct.,approved
shellfish,peat_smoke_coastal,peat_smoke_coastal,v1,123,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,": ah yes, old style indeed. do you know pulmoll? mint, eucalyptus drop, a sootiness, shellfish, some nutmeg, bergamot, touch of honeydew, liquorice… remains complex and frankly ex","rprisingly big this time, honeyed and citrusy, with good body and touch of chalk and shellfish (yeah, really). maybe that came from bottle ageing?... also medicinal touch, aspirin","icity. grapefruit marmalade, brine and a very tarry liquorice, with oyster and other shellfish in the background. finish: hot and long. love those candied grapefruit. comment: a '",approve_primary,Approved for proposed primary construct.,approved
smoke,peat_smoke_coastal,peat_smoke_coastal,v1,1848,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,"et again, a feeling of old demerara rum (like port mourant). and then, more and more smoke, which come unexpected. old coal stove, lovage... complex and beautiful. mouth: as o","ttle diesel oil, grass, graphite oil and then litre of apple juice and whiff of wood smoke (fir wood?). a soapiness as well. mouth: raw alcohol at first sip, with this feeling","alnut. maybe a little marzipan? mouth: sharp, narrow and… perfect. a feeling of peat_smoke, wax, lemon skin, cider apple and brine. who need more? finish: long, a notch more l",approve_primary,Approved for proposed primary construct.,approved
smoky,peat_smoke_coastal,peat_smoke_coastal,v1,1102,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,"th (neat): hot but bearable and once again, this little baby is very coherent. rich, smoky of course, chocolaty, with prune and armagnac in the background. quite amazing how e","l got mature? very drinkable in any case, and it seems it got fruitier and rather le smoky than earlier batch, but with no dissonance.","aroma so let's add water right away… with water: the peat strike again but it's no 'smoky peat', rather the kind of peatiness that you get when visiting a kiln that's not wor",approve_primary,Approved for proposed primary construct.,approved
soot,peat_smoke_coastal,peat_smoke_coastal,v1,717,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,"ey, but there's an additional layer of fresh herb and almost_phenolic note. a little soot, touch of camphor, linseed oil… also wet gravel, clay… classy spirit for sure. mouth","lot of eucalyptus, vicks style. with water: the peat come out, together with ash and soot, but it never becomes a so_called peat monster. also more and more oil (heating oil)","in the background. it's all rather soft and delicate, a little old style. then more soot and ash but it remains soft and peaceful, so to speak… even if it is relatively brin",approve_primary,Approved for proposed primary construct.,approved
tar,peat_smoke_coastal,peat_smoke_coastal,v1,1029,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,"oil (i've decided to be more precise with motor oil - i'm joking) and a little coal tar. all that becomes quieter after a few minute, with more room for almond, apple, plas",". colour: gold. nose: it's like the very old ardbegs, the peat got 'transmuted' into tar, almond, soot and some light tropical_fruit in a wonderful way. sure it's absolutely","am i telling you this? why would you care? finish: long, lemony and smoky, with some tar in the aftertaste. comment: not many malt remain so sharp and nervous after thirty y",approve_primary,Approved for proposed primary construct.,approved
tcp,peat_smoke_coastal,peat_smoke_coastal,v1,80,"Peat, smoke, ash, maritime, and coastal descriptors.",True,peat_smoke_coastal;flaws_off_notes,"ticularly aromatic farmland. just beautifully medicinal, more tincture of iodine and tcp with citrus and tropical_fruit. graphite, ink, fresh earth, wax and soot. a total sh","t there is some really nourishing spiciness, black peppercorn, black olive in brine, tcp, some lovely fresh mint after a while as well. another really good one! with water:","nfire smoke and various kippery note. further wispy and simmering note of iodine and tcp. mouth: a big, lumbering wave of drunken peat (you remember drunken peat right serge",approve_primary,Approved for proposed primary construct.,approved
almond,sherry_rancio_oxidative,sherry_influence,v1,1065,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"lish, plus perfect note of melon and maybe pomegranate. a little pine resin as well, almond oil, marzipan… truly excellent. finish: rather long, complex, a little medicinal and","g and the wax a little louder. very clean aftertaste on bitter orange, lemon, bitter almond and a smokiness… comment: perfect, just perfect and an ideal introduction to the hig","i like the profile. it's ultra_zesty, with superb note of kipper and quite a lot of almond oil and then a little turpentine. even in a slow cask, age doe matter i guess. mouth",approve_primary,Approved for proposed primary construct.,approved
amontillado,sherry_rancio_oxidative,sherry_influence,v1,170,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,False,,"pressively long, rather dry, more on chocolate, ganache and more wine and spice. old amontillado. more liquorice in the aftertaste. comment: yes it's very great whisky and i find it","n (make that bitter orange) and go on with more ginger and walnut, with a feeling of amontillado. meat sauce. quite a beast. with water: it got perfect now (which translates into re","neat, but this time we find distinct gunpowder, bag of soot and ash, some soy sauce, amontillado sherry, a lot of bacon and then a great sourness. chocolate sauce, leather, tar and",approve_primary,Approved for proposed primary construct.,approved
antique,sherry_rancio_oxidative,sherry_influence,v1,68,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,rancio_aged_oxidative;exclude_primary,"ogany. nose: we're entering a nice old shop that would sell a strange combination of antique furniture, spice from all over the world, old_book, both dried and fresh fruit and a","i don't think i've ever tried a glendronach from the 50s before… colour: gold. nose: antique, definitely. a lot of wax polish, mead and nectar at first nosing but all that tends","nd orange marmalade, then just whiff of toast crumb and mint. work well, in a fairly antique style (think old gentlemen's club and, maybe, cigar…) hint of port. mouth: start all",approve_primary,Approved for proposed primary construct.,approved
balsamic,sherry_rancio_oxidative,sherry_influence,v1,185,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,rancio_aged_oxidative;exclude_primary,"f of old_style motor oil and then an endless development on leather polish, very old balsamic vinegar, roasted sesame oil (it's very obvious here) and god know what else. utterly","'re closer to the richer tokyoite. in fact, it's probably gamier, meatier, with more balsamic vinegar, soy sauce and beef bouillon. unexpected as i had though px would impart ins","ing. can one peat sultana? a lot of old rancio, soot, leather, beeswax, old liqueur, balsamic vinegar and plain oloroso sherry. quite some soy sauce as well, wok sauce, other ext",approve_primary,Approved for proposed primary construct.,approved
berry,,sherry_influence,user_proposed,251,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"d go on with more typical fruity note, mango, passion_fruit, peach and then more red berry, raspberry, black cherry… the sherry and the very fruity spirit combined very well h","gnac and prune, then a little more mint and liquorice. also funny hint of dried goji berry, and maybe also dried longan (it's all close to raisin but it's not exactly raisin -","re there as well but little smoke this time, rather some grass and ham, then juniper berry and a little kirsch. it's quite powerful and pretty unusual, especially because of t",approve_primary,Approved for proposed primary construct.,approved
blackberry,fruit_aromatics,sherry_influence,v1,71,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"far from the style of the mortlach. plenty of dark_chocolate, then rather clove and blackberry jam plus prune and heavy demerara rum. i like, as they say on facebook. with water:","note and more on tobacco and coffee. there's also wonderful note of blackcurrant and blackberry jelly and a little more liquorice, lovage, soy sauce... brilliant nose! mouth: extre","vour at first sip. not that they clash but i get gherkin (yes), honey vinegar (yup), blackberry jelly, strong smoked fish, salted liquorice, tar, hawthorn and rosehip tea, then chi",approve_primary,Approved for proposed primary construct.,approved
blackcurrant,,sherry_influence,user_proposed,125,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"r heavily roasted malt and, maybe a little too much struck match. yes, sulphur. also blackcurrant bud. wa this baby 'finished'? very unlikely but you never know… mouth: same feeling","r, with the same flavour everywhere. finish: pretty long, on the same note. a little blackcurrant jelly in the aftertaste. comment: it's not an easy one in my opinion, but some part","doesn't say so. maybe i'm mistaken and that wouldn't be the first time, but i smell blackcurrant jelly and red peach on top of the usual flinty/greasy modern springbank character. a",approve_primary,Approved for proposed primary construct.,approved
blueberry,,sherry_influence,user_proposed,55,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"e kind of old jam and it's truly wonderful. a maelstrom of fig, prune, tamarind jam, blueberry pie, overripe plum, passion_fruit, rich honey, beeswax, old sweet wine (sauterne), s","st be me… mouth: ah, now i understand the name! start with very precise note of… say blueberry muffin? there are also violet sweet, and many of them, as well as quite some raspber","e queen of fruit+mustard? that's right, banff. granted, this is sweet mustard (maybe blueberry flavoured?) and the fruit are all sour, in a way, but that is superb in the very con",approve_primary,Approved for proposed primary construct.,approved
bodega,,sherry_influence,user_proposed,57,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,False,,"ask that have contained sherry.' and they were going on, 'journeying annually to the bodega of jerez, (the director) buy fresh oak cask into which they pour mature, carefully c",", note of seville orange and maybe just tiny_wee touch of pencil_shavings. so no old bodega butt involved, i guess ;-). with water: ouch, the ginger and the pencil_shavings bec","are never shipped out. so a 'manzanilla cask' as used by the scot is not a 'genuine' bodega butt that wa used within a solera, rather a bespoke cask. i should add that i love b",approve_primary,Approved for proposed primary construct.,approved
cedar,sherry_rancio_oxidative,sherry_influence,v1,183,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"the expected note of prune and dark_chocolate, then touch of polished wood (sandal? cedar?) and a good deal of pepper, clove and caraway. finish: very long because it's so co","ry white to this baby (sauvignon). behind all that, some leather, cigarette tobacco, cedar wood and then quite some nutmeg. a lot of nutmeg! mouth: good, no over_oakiness, rat",". note of marzipan, anchovy, old_book, olive and the faintest ash and soot. a little cedar wood as well. this baby should change a lot once reduced… with water: indeed, there'",approve_primary,Approved for proposed primary construct.,approved
chestnut,sherry_rancio_oxidative,sherry_influence,v1,461,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"me'. colour: amber. nose: gunpowder all over the place at first nosing, then roasted chestnut and coffee. go on with corinthian raisin and coffee as well as whiff of pencil_shavi","fle or brand new rubber boot and such -, gunpowder (same comment), flint and roasted chestnut, with then in the background, prune, chocolate, leather and that very typical meaty","amber. nose: sweet, rich sherry, not quite px but it's got this rich feeling. glazed chestnut, chestnut honey, demerara sugar (which make me think that i have many new rum to tas",approve_primary,Approved for proposed primary construct.,approved
church,sherry_rancio_oxidative,sherry_influence,v1,43,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"lsamic vinegar and maybe sage and bay_leaves. loud chamomile as well, maybe a little church incense. mouth (neat): very rich, oily, with bag of pepper and raisin, then carameli","bacco note, cigar, also touch of menthol and camphor, always welcome, sandalwood and church incense (amen)… in short, a rather brilliant nose. the cask wa good, for sure. mouth","touch of eucalyptus, homemade custard, wee whiff of thuja wood, as well as a little church incense (no fancy scent)… mouth: it can happen that a lot of wood doe not become a p",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
cigar,sherry_rancio_oxidative,sherry_influence,v1,735,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"ong time ago and this is the feeling i got - i hardly smoke thirty cigarette and two cigar a month since a few year, just for fun!) but why am i telling you this? why would yo","sh: long, very clean and fresh despite it 'pedigree'. great feeling of chewed havana cigar in the aftertaste. comment: same very high quality as the 1970 ssmc, even it this on","water: a walk in the forest in the middle of october. mo, mushroom, truffle, havana cigar, then more citrus_fruit. quite superb. mouth (neat): start on green tobacco and bitt",approve_primary,Approved for proposed primary construct.,approved
cocoa,sherry_rancio_oxidative,sherry_influence,v1,277,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"armalade, bergamot, kumquat, raisin, citron… and a pleasant dryness behind all that (cocoa_powder) that prevents it from becoming cloying. well in the style of several great s","pleasure again. mouth: the oak's louder now, with some green tannin, strong tea and cocoa_powder. the good news is that the roundness behind the oak is big enough, with plent","r and beef stock. amazing richness despite an oakiness that's maybe a notch loudish (cocoa_powder). nuoc_mâm sauce. with water: a few green tannin (ginger, nutmeg) but other t",approve_primary,Approved for proposed primary construct.,approved
coffee,sherry_rancio_oxidative,sherry_influence,v1,1004,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"amber. nose: gunpowder all over the place at first nosing, then roasted chestnut and coffee. go on with corinthian raisin and coffee as well as whiff of pencil_shavings and bac","colour: gold. nose: start on coffee and chicory, then more toffee, caramel and butterscotch. rounded and, well, pleasant","aw. nose: well, as often with these whisky at very high strength, you get quite some coffee at first nosing, and not too much peat. after all that, more fresh almond, brine, wh",exclude_ambiguous,cues of wood,approved
cranberry,,sherry_influence,user_proposed,165,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"egar. mouth (neat): sweet malt and orange drop all over the place, then a feeling of cranberry juice. i think this is good but again, it's very powerful (yet, the strength is mode","ugh the year. in truth, the fresh fruitiness is quite spectacular, with pomegranate, cranberry, litchi, ripe apple… all that is very sweet, almost sugary in a good way. sweet. exc","eping with the nose. passion_fruit, mango, mead, pineapple liqueur, pink grapefruit, cranberry and just a few spicy touch that add complexity to the whole. pouilly_fumé (dagueneau",approve_primary,Approved for proposed primary construct.,approved
cream_sherry,,sherry_influence,user_proposed,28,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,False,,"menthol, the liquorice and all this cinnamon. prune and cinnamon cake, marinated in cream sherry. no that's not heavy, not at all. finish: long, spicy, mentholated. drying aftertast","g of dried porcinis, mo, exhaust fume… in truth, this is very extreme. mouth (neat): cream sherry, smoked and mixed with basalt and coal. plus the bitterest marmalade. not easy, not","th water: younger! so not a grandma at all, all it needed wa a little water (and not cream sherry…) mouth (neat): just bloody good, as they say on islay. big, peaty, salty, citrusy,",approve_primary,Approved for proposed primary construct.,approved
currant,,sherry_influence,user_proposed,88,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"much nicer! magnificent combination of honey, beeswax, mirabelle jam, quince, white currant, baklava, virginia tobacco, orange cake… and myriad of other tinier note. enough sai","ly punchy, starting on bag of pepper and wheelbarrow of red_fruit jam, including red currant (with that faint acidity). then many more spice, caraway seed, cumin, clove… a sligh","eberry as well but this is no easy tipple indeed. with water: more tart fruit, white currant, not_too_ripe greengage, the whole becoming even quite sauvignony (excuse me). finis",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
dark_berry,,sherry_influence,user_proposed,1,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"peanut butter, wood spice, raisin and espresso. finish: decent length, drying, some dark_berry fruit and a nice, lingering earthiness. comment: i like it, but i feel it's a bit si",,,exclude_infrequent,Excluded; review frequency below minimum threshold (n < 10).,approved
dark_chocolate,sherry_rancio_oxidative,sherry_influence,v1,251,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"like liquorice infused in orange liqueur. go on with the expected note of prune and dark_chocolate, then touch of polished wood (sandal? cedar?) and a good deal of pepper, clove and c","raight, ultra_clean dry oloroso style, far from the style of the mortlach. plenty of dark_chocolate, then rather clove and blackberry jam plus prune and heavy demerara rum. i like, as","colour: pale amber. nose: it's another kind of sherriness here, more on leather, dark_chocolate and struck match. some rubber too, new boot, chlorophyll, cut grass… i think this ne",exclude_ambiguous,cues of wood,approved
date,fruit_aromatics,sherry_influence,v1,358,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"rry, a few bottle of the best sauterne and alsatian vendanges tardives, some perfect date (i mean the fruit, eh!) and then the softest curry powder. mix, shake well and you g","can souk? mouth: ultra_classic old strathisla from g&m's thoroughbred racing stable. date, orange, fig, honey and olive oil all over the place. i don't want to sound too 'mor","y_matured malt one can find on earth. in other word, an avalanche of fruitcake, fig, date, sultana, dried banana and even touch of demerara, then old balsamico. what's quite",approve_primary,Approved for proposed primary construct.,approved
dried_apricot,,sherry_influence,user_proposed,72,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"with water: becomes more mineral and rooty. a mix of wet earth and mo, with touch of dried apricot. very nice nose. mouth (neat): peated vanilla_flavoured toffee with touch of ginger","nd, olive oil, high_end vanilla (not wood vanillin), nougat, marzipan, kumquat, fig, dried apricot… and all that is very elegant. vin jaune. with water: fab! a kind of very old, very","would have worked even better - right, 43.1% and 46.3% ;-)). custard, cinnamon pie, dried apricot, then white pepper. a little oak start to show after a few second, but it's not too",approve_primary,Approved for proposed primary construct.,approved
dried_citrus,,sherry_influence,user_proposed,18,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,", telling you about what's not in this whisky would be faster. all nut, all wax, all dried_citrus, all sap and oil, all tobacco, tea and leather, all spice, all mineral, all thing br","ed caramel and a glass of top quality dry cider. mouth: silky in texture and full of dried_citrus and exotic fruit, polished hardwood, nutmeg, wood spice, very subtle waxiness, dried","d hessian as well. finish: much longer than the 14. fruitier, all on nervous note of dried_citrus peel and crystalised tropical_fruit. banana chip, some ointment and polished hardwoo",approve_primary,Approved for proposed primary construct.,approved
dried_fig,,sherry_influence,user_proposed,193,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"he moon here, with the very same kind of rich, fruity sherriness. i'm meaning bag of dried_fig, banana, kumquat, sultana, date, then prune, toffee… ultra_classic sherry monster of","h also touch of bacon. mouth (neat): ultra_rich, thick, concentrated sherry. walnut, dried_fig, prune, quince jelly and again that feeling of old armagnac, but there's also someth","c here - it's probably the same people who buy/drink both anyway. old polished wood, dried_fig, roasted chestnut, cough lozenge, date, then more herbal note, chartreuse, vetiver,",approve_primary,Approved for proposed primary construct.,approved
dried_fruit,fruit_aromatics,sherry_influence,v1,316,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"ep amber. nose: oh my! it's one of these old_style 'genuine' sherry monster, full of dried_fruit, spice and wax. to the brim! it's also magnificently mineral and oily, with these wh","ney, sultana… and a nice saltine. finish: not very long but clean and (even) more on dried_fruit, sweet, the 'winey' wine influence having become much more discreet as such. a littl","d, even if it's no big malt of course. finish: medium long, clean and wide, on those dried_fruit and the most elegant spice mix ever. comment: sometimes it whisper, sometimes it tak",approve_primary,Approved for proposed primary construct.,approved
espresso,sherry_rancio_oxidative,sherry_influence,v1,125,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"od and coal but not peat). garden bonfire. also smoked ham… and then 'cask strength' espresso. the gunpowder tends to disappear. peace! with water: more gunpowder again, then lea",": classic very chocolaty sherry monster, with also some raspberry jam, liquorice and espresso coffee (not decaf, george!). and the same note of demerara and bitter orange. very,",an ex_peater cask. also mint. with water: brings out more oak (pencil_shavings) and espresso but the rest remains there. very nice. mouth (neat): oh this is lovely! some sweet o,exclude_ambiguous,cues of smoke/wood,approved
ex_bodega,,sherry_influence,user_proposed,4,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,False,,"matured in refill american oak hogshead and european oak ex_bodega sherry butt. i'm starting to wonder, do we really need to know? or, on the contrary,","the gathered admirer… anyway, apparently this one ha been full term in an old_school ex_bodega sherry_cask. which i find very cool. let's try it… colour: gold. nose: a gutsy and r","as usual, finished in ex_bodega port wine cask, knowing that the word 'bodega' doesn't obligatorily refer to the ibe",exclude_infrequent,Excluded; review frequency below minimum threshold (n < 10).,approved
fig,,sherry_influence,user_proposed,710,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"t from the recent one, although the background is similar. richer and fruitier, with fig, dried banana, orange liqueur, touch of demerara sugar or rather molasses, herb, par","nd fruity. granted, it's 'polished' but never oaky, while many dried_fruit including fig, pear, date, raisin, orange zest and even apple dance on your tongue. to keep this s","h: ultra_classic old strathisla from g&m's thoroughbred racing stable. date, orange, fig, honey and olive oil all over the place. i don't want to sound too 'moroccan' but th",approve_primary,Approved for proposed primary construct.,approved
fino,sherry_rancio_oxidative,sherry_influence,v1,259,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,False,,colour: deep amber. nose: interesting how the grassiness combine well with a rather fino_ish character. this baby smell almost like a 50/50 mix of manzanilla and vin jaune f,"liquorice wood and suitcase of dried meat. beef jerky. also black olive and walnut (fino, flor). it's not an easy one! mouth (neat): wham! heavy orange liqueur and mango, le","and other drink, save whisky. marsala, sherry indeed, banyuls… becomes more and more fino_ish, and after fifteen minute, we almost have manzanilla. banff, you say? mouth: sup",approve_primary,Approved for proposed primary construct.,approved
fruitcake,sherry_rancio_oxidative,sherry_influence,v1,150,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"it and a wide range of resinous/sappy tone including beeswax and propolis. then it's fruitcake galore and yet again, a feeling of old demerara rum (like port mourant). and then, m","of raisiny sherry_matured malt one can find on earth. in other word, an avalanche of fruitcake, fig, date, sultana, dried banana and even touch of demerara, then old balsamico. wh","good, rich, fruity and spicy attack. crystallised orange, pepper and clove plus full fruitcake. with water: same, plus a little sweet white wine and even a muscaty side. i like! q",approve_primary,Approved for proposed primary construct.,approved
fudge,sherry_rancio_oxidative,sherry_influence,v1,471,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"lad yet again, with an interesting spiciness. cinnamon and nutmeg, then more vanilla fudge. nice, fresh and full_bodied without being heavy. with water: same plus note of oran","and you start to find many other aroma, such as coriander, cardamom, ginger, vanilla fudge, kiwi… spectacular whisky from a rare vintage. mouth: … and it go on with the same n","pirit, very clean and very pure. beautiful note of lemon, tart apple, putty, vanilla fudge, dill, coriander… almost granny smith juice after a few minute. i like this profile",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
gooseberry,,sherry_influence,user_proposed,521,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,fruit;sherry_influence;exclude_primary,"nose: it seems that it's another 'fresh' aberlour, all on garden fruit (apple, pear, gooseberry, greengage…), with touch of melon as well and just a little wax and graphite oil beh","depth, even if it's all very naked. apple, barley, orange, touch of yogurt, muesli, gooseberry and then a little chalk… narrow but quite powerful. with water: same. touch of dill,","s glenlivet seems to be more complex, with more fresh garden fruit such as apple and gooseberry. a whole fruit salad, in fact. it's all very fresh and there's this feeling of 'eleg",approve_primary,Approved for proposed primary construct.,approved
hazelnut,sherry_rancio_oxidative,sherry_influence,v1,192,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"fume (i'd have loved to write chanel #5 but that would have been, err, far_fetched), hazelnut, wax polish, tobacco, then more humus, mushroom, freshly baked cake… a true madelein","colour: pale gold. nose: this one is rather more on fresh butter and almond, or even hazelnut at very first nosing, with a kind of resinous brine in the background. it's all rath",", almost maritime, together with a flintiness that never stop growing. great note of hazelnut oil. very austere, in fact, and once again, the palate could be so_so with such a no",approve_primary,Approved for proposed primary construct.,approved
incense,sherry_rancio_oxidative,sherry_influence,v1,89,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"che, not far from the official in fact. also some leather, tobacco and just a little incense and sandalwood. and fudge and shortbread. with water: hay bordering on manure now. w","gold. nose: different, very different. start with a lot of camphor and even a little incense before it becomes briny and tarry as it should be. big smoke, new tyre, tar liqueur,","on the palate. other aroma: myriad. tobacco, ham, chocolate, grand_marnier, camphor, incense, raspberry jam, date, peony, blackcurrant jelly… and god know what else. let's not t",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
jerez,,sherry_influence,user_proposed,113,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,False,,"w entry_level macallan but on the other hand, it's fully matured in sherry_cask from jerez (as indeed and as you may well know, not all sherry_cask come straight from spain).","ave contained sherry.' and they were going on, 'journeying annually to the bodega of jerez, (the director) buy fresh oak cask into which they pour mature, carefully chosen she","g them. mind you, a genuine age, a genuine vintage and some genuine sherry_cask from jerez! colour: dark amber. nose: i don't know how to put this, but this baby feel like hom",approve_primary,Approved for proposed primary construct.,approved
leather,sherry_rancio_oxidative,sherry_influence,v1,1149,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"sso. the gunpowder tends to disappear. peace! with water: more gunpowder again, then leather and burning leaf. game. becomes a tad vinegary as well… 'old nun who neglect herself","and oily, with these whiff of old_style motor oil and then an endless development on leather polish, very old balsamic vinegar, roasted sesame oil (it's very obvious here) and g","comment), flint and roasted chestnut, with then in the background, prune, chocolate, leather and that very typical meaty or even gamey profile. with water: becomes more herbal,",approve_primary,Approved for proposed primary construct.,approved
manzanilla,,sherry_influence,user_proposed,234,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,False,,"'m not meaning badly so. start on note of oyster and curry, which reminds me of some manzanilla (but this is oloroso, i'm almost sure) and develops rather on strawberry drop and bi","ne well with a rather fino_ish character. this baby smell almost like a 50/50 mix of manzanilla and vin jaune from jura, with a little liquorice wood thrown in for good measure and","some brine, delicately so. with water: perfect. grapefruit juice with a little salt. manzanilla! finish: long, clean, pure, wilder. organic peat (yeah i know). comment: wonderfully",approve_primary,Approved for proposed primary construct.,approved
marzipan,sherry_rancio_oxidative,sherry_influence,v1,506,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"erfect note of melon and maybe pomegranate. a little pine resin as well, almond oil, marzipan… truly excellent. finish: rather long, complex, a little medicinal and always a litt","d lemon… i like this. with water: very good now. sweet barley, sweet spice, a little marzipan, candied orange… it's very full. finish: long, nervous and fresh, citrusy. comment:","raffin, shoe polish and fresh walnut. not even sure about the walnut. maybe a little marzipan? mouth: sharp, narrow and… perfect. a feeling of peat_smoke, wax, lemon skin, cider",approve_primary,Approved for proposed primary construct.,approved
mocha,sherry_rancio_oxidative,sherry_influence,v1,137,Direct sherry-cask references and reviewed berry or dried-fruit sensory markers of sherry influence.,True,sherry_influence;exclude_primary,"of crystallised fruit (orange and kumquat but also angelica), roasted nut, touch of mocha, tobacco… absolutely not tired, even if it's no big malt of course. finish: medium l","ter than expected (read feared), with some beeswax, apple pie, stewed pear, a little mocha, chocolate, coffee and toffee. and some malt. typical entry_level malt whisky from a","omething disturbingly cardboardy in the background. speculoos, gingerbread, touch of mocha, golden rum, raisin and then a maltiness that never stop growing. good body at 40% v",approve_primary,Approved for proposed primary construct.,approved
